summary_group,item_name,hf_name,hf_type,fy,num,den,avg_score,section,index
"Are TB diagnostics continuously functional (microscopy and Expert) and their results available timely (microscopy, expert and culture)?[Questions 3, 4, 5, 6 and 7]","Durant le mois passé, combien de jours le microscope optique ou LED était opérationnel ?",Kibilizi (gisagara) CS,Health Center,2021-2022,30.0,30.0,100.0,diagnosis,98
"Are TB diagnostics continuously functional (microscopy and Expert) and their results available timely (microscopy, expert and culture)?[Questions 3, 4, 5, 6 and 7]","Durant le mois passé, combien de jours le microscope optique ou LED était opérationnel ?",Kibilizi DH,"Hospital (DH,PH,RH)",2020-2021,30.0,30.0,100.0,diagnosis,99
"Are TB diagnostics continuously functional (microscopy and Expert) and their results available timely (microscopy, expert and culture)?[Questions 3, 4, 5, 6 and 7]","Durant le mois passé, combien de jours le microscope optique ou LED était opérationnel ?",Kibilizi DH,"Hospital (DH,PH,RH)",2021-2022,30.0,30.0,100.0,diagnosis,100
"Are TB diagnostics continuously functional (microscopy and Expert) and their results available timely (microscopy, expert and culture)?[Questions 3, 4, 5, 6 and 7]","Durant le mois passé, combien de jours le microscope optique ou LED était opérationnel ?",Kibingo (nyamasheke) CS,Health Center,2022-2023,0.0,30.0,0.0,diagnosis,101
"Are TB diagnostics continuously functional (microscopy and Expert) and their results available timely (microscopy, expert and culture)?[Questions 3, 4, 5, 6 and 7]","Durant le mois passé, combien de jours le microscope optique ou LED était opérationnel ?",Kibogora DH,"Hospital (DH,PH,RH)",2022-2023,25.0,30.0,83.33333333333334,diagnosis,102
"Are TB diagnostics continuously functional (microscopy and Expert) and their results available timely (microscopy, expert and culture)?[Questions 3, 4, 5, 6 and 7]","Durant le mois passé, combien de jours le microscope optique ou LED était opérationnel ?",Kibungo RH,"Hospital (DH,PH,RH)",2020-2021,30.0,30.0,100.0,diagnosis,103
"Are TB diagnostics continuously functional (microscopy and Expert) and their results available timely (microscopy, expert and culture)?[Questions 3, 4, 5, 6 and 7]","Durant le mois passé, combien de jours le microscope optique ou LED était opérationnel ?",Kibungo RH,"Hospital (DH,PH,RH)",2021-2022,30.0,30.0,100.0,diagnosis,104
"Are TB diagnostics continuously functional (microscopy and Expert) and their results available timely (microscopy, expert and culture)?[Questions 3, 4, 5, 6 and 7]","Durant le mois passé, combien de jours le microscope optique ou LED était opérationnel ?",Kibuye CS,Health Center,2022-2023,30.0,30.0,100.0,diagnosis,105
"Are TB diagnostics continuously functional (microscopy and Expert) and their results available timely (microscopy, expert and culture)?[Questions 3, 4, 5, 6 and 7]","Durant le mois passé, combien de jours le microscope optique ou LED était opérationnel ?",Kibuye RH,"Hospital (DH,PH,RH)",2022-2023,30.0,30.0,100.0,diagnosis,106
"Are TB diagnostics continuously functional (microscopy and Expert) and their results available timely (microscopy, expert and culture)?[Questions 3, 4, 5, 6 and 7]","Durant le mois passé, combien de jours le microscope optique ou LED était opérationnel ?",Kigeme CS,Health Center,2021-2022,0.0,30.0,0.0,diagnosis,107
"Are TB diagnostics continuously functional (microscopy and Expert) and their results available timely (microscopy, expert and culture)?[Questions 3, 4, 5, 6 and 7]","Durant le mois passé, combien de jours le microscope optique ou LED était opérationnel ?",Kigeme DH,"Hospital (DH,PH,RH)",2021-2022,30.0,30.0,100.0,diagnosis,108
"Are TB diagnostics continuously functional (microscopy and Expert) and their results available timely (microscopy, expert and culture)?[Questions 3, 4, 5, 6 and 7]","Durant le mois passé, combien de jours le microscope optique ou LED était opérationnel ?",Kinazi CS,Health Center,2020-2021,0.0,30.0,0.0,diagnosis,109
"Are TB diagnostics continuously functional (microscopy and Expert) and their results available timely (microscopy, expert and culture)?[Questions 3, 4, 5, 6 and 7]","Durant le mois passé, combien de jours le microscope optique ou LED était opérationnel ?",Kinazi CS,"Hospital (DH,PH,RH)",2021-2022,0.0,30.0,0.0,diagnosis,110
"Are TB diagnostics continuously functional (microscopy and Expert) and their results available timely (microscopy, expert and culture)?[Questions 3, 4, 5, 6 and 7]","Durant le mois passé, combien de jours le microscope optique ou LED était opérationnel ?",Kinigi CS,Health Center,2020-2021,0.0,30.0,0.0,diagnosis,111
"Are TB diagnostics continuously functional (microscopy and Expert) and their results available timely (microscopy, expert and culture)?[Questions 3, 4, 5, 6 and 7]","Durant le mois passé, combien de jours le microscope optique ou LED était opérationnel ?",Kinihira (rulindo) CS,Health Center,2020-2021,0.0,0.0,,diagnosis,112
"Are TB diagnostics continuously functional (microscopy and Expert) and their results available timely (microscopy, expert and culture)?[Questions 3, 4, 5, 6 and 7]","Durant le mois passé, combien de jours le microscope optique ou LED était opérationnel ?",Kinihira PH,"Hospital (DH,PH,RH)",2020-2021,30.0,30.0,100.0,diagnosis,113
"Are TB diagnostics continuously functional (microscopy and Expert) and their results available timely (microscopy, expert and culture)?[Questions 3, 4, 5, 6 and 7]","Durant le mois passé, combien de jours le microscope optique ou LED était opérationnel ?",Kirehe CS,Health Center,2020-2021,0.0,30.0,0.0,diagnosis,114
"Are TB diagnostics continuously functional (microscopy and Expert) and their results available timely (microscopy, expert and culture)?[Questions 3, 4, 5, 6 and 7]","Durant le mois passé, combien de jours le microscope optique ou LED était opérationnel ?",Kirehe CS,Health Center,2021-2022,0.0,30.0,0.0,diagnosis,115
"Are TB diagnostics continuously functional (microscopy and Expert) and their results available timely (microscopy, expert and culture)?[Questions 3, 4, 5, 6 and 7]","Durant le mois passé, combien de jours le microscope optique ou LED était opérationnel ?",Kirehe DH,"Hospital (DH,PH,RH)",2020-2021,30.0,30.0,100.0,diagnosis,116
"Are TB diagnostics continuously functional (microscopy and Expert) and their results available timely (microscopy, expert and culture)?[Questions 3, 4, 5, 6 and 7]","Durant le mois passé, combien de jours le microscope optique ou LED était opérationnel ?",Kirehe DH,"Hospital (DH,PH,RH)",2021-2022,30.0,30.0,100.0,diagnosis,117
"Are TB diagnostics continuously functional (microscopy and Expert) and their results available timely (microscopy, expert and culture)?[Questions 3, 4, 5, 6 and 7]","Durant le mois passé, combien de jours le microscope optique ou LED était opérationnel ?",Kirinda CS,Health Center,2022-2023,30.0,30.0,100.0,diagnosis,118
"Are TB diagnostics continuously functional (microscopy and Expert) and their results available timely (microscopy, expert and culture)?[Questions 3, 4, 5, 6 and 7]","Durant le mois passé, combien de jours le microscope optique ou LED était opérationnel ?",Kirinda DH,"Hospital (DH,PH,RH)",2022-2023,30.0,30.0,100.0,diagnosis,119
"Are TB diagnostics continuously functional (microscopy and Expert) and their results available timely (microscopy, expert and culture)?[Questions 3, 4, 5, 6 and 7]","Durant le mois passé, combien de jours le microscope optique ou LED était opérationnel ?",Kisaro CS,Health Center,2020-2021,30.0,30.0,100.0,diagnosis,120
"Are TB diagnostics continuously functional (microscopy and Expert) and their results available timely (microscopy, expert and culture)?[Questions 3, 4, 5, 6 and 7]","Durant le mois passé, combien de jours le microscope optique ou LED était opérationnel ?",Kivu CS,Health Center,2021-2022,0.0,30.0,0.0,diagnosis,121
"Are TB diagnostics continuously functional (microscopy and Expert) and their results available timely (microscopy, expert and culture)?[Questions 3, 4, 5, 6 and 7]","Durant le mois passé, combien de jours le microscope optique ou LED était opérationnel ?",Kivumu (muhanga) CS,Health Center,2020-2021,30.0,30.0,100.0,diagnosis,122
"Are TB diagnostics continuously functional (microscopy and Expert) and their results available timely (microscopy, expert and culture)?[Questions 3, 4, 5, 6 and 7]","Durant le mois passé, combien de jours le microscope optique ou LED était opérationnel ?",Kivumu (muhanga) CS,Health Center,2021-2022,0.0,30.0,0.0,diagnosis,123
"Are TB diagnostics continuously functional (microscopy and Expert) and their results available timely (microscopy, expert and culture)?[Questions 3, 4, 5, 6 and 7]","Durant le mois passé, combien de jours le microscope optique ou LED était opérationnel ?",Kiziba Camp CS,Health Center,2022-2023,30.0,30.0,100.0,diagnosis,124
"Are TB diagnostics continuously functional (microscopy and Expert) and their results available timely (microscopy, expert and culture)?[Questions 3, 4, 5, 6 and 7]","Durant le mois passé, combien de jours le microscope optique ou LED était opérationnel ?",Kizibere CS,Health Center,2020-2021,0.0,30.0,0.0,diagnosis,125
"Are TB diagnostics continuously functional (microscopy and Expert) and their results available timely (microscopy, expert and culture)?[Questions 3, 4, 5, 6 and 7]","Durant le mois passé, combien de jours le microscope optique ou LED était opérationnel ?",Kizibere CS,Health Center,2021-2022,0.0,30.0,0.0,diagnosis,126
"Are TB diagnostics continuously functional (microscopy and Expert) and their results available timely (microscopy, expert and culture)?[Questions 3, 4, 5, 6 and 7]","Durant le mois passé, combien de jours le microscope optique ou LED était opérationnel ?",Kiziguro DH,Health Center,2021-2022,30.0,30.0,100.0,diagnosis,127
"Are TB diagnostics continuously functional (microscopy and Expert) and their results available timely (microscopy, expert and culture)?[Questions 3, 4, 5, 6 and 7]","Durant le mois passé, combien de jours le microscope optique ou LED était opérationnel ?",Kiziguro DH,"Hospital (DH,PH,RH)",2020-2021,30.0,30.0,100.0,diagnosis,128
"Are TB diagnostics continuously functional (microscopy and Expert) and their results available timely (microscopy, expert and culture)?[Questions 3, 4, 5, 6 and 7]","Durant le mois passé, combien de jours le microscope optique ou LED était opérationnel ?",Kora CS,Health Center,2022-2023,30.0,30.0,100.0,diagnosis,129
"Are TB diagnostics continuously functional (microscopy and Expert) and their results available timely (microscopy, expert and culture)?[Questions 3, 4, 5, 6 and 7]","Durant le mois passé, combien de jours le microscope optique ou LED était opérationnel ?",MIBILIZI DH,"Hospital (DH,PH,RH)",2023-2024,30.0,30.0,100.0,diagnosis,130
"Are TB diagnostics continuously functional (microscopy and Expert) and their results available timely (microscopy, expert and culture)?[Questions 3, 4, 5, 6 and 7]","Durant le mois passé, combien de jours le microscope optique ou LED était opérationnel ?",MUGONERO DH,"Hospital (DH,PH,RH)",2023-2024,30.0,30.0,100.0,diagnosis,131
"Are TB diagnostics continuously functional (microscopy and Expert) and their results available timely (microscopy, expert and culture)?[Questions 3, 4, 5, 6 and 7]","Durant le mois passé, combien de jours le microscope optique ou LED était opérationnel ?",MUNINI DH,"Hospital (DH,PH,RH)",2023-2024,30.0,30.0,100.0,diagnosis,132
"Are TB diagnostics continuously functional (microscopy and Expert) and their results available timely (microscopy, expert and culture)?[Questions 3, 4, 5, 6 and 7]","Durant le mois passé, combien de jours le microscope optique ou LED était opérationnel ?",MURUNDA DH,"Hospital (DH,PH,RH)",2023-2024,30.0,30.0,100.0,diagnosis,133
"Are TB diagnostics continuously functional (microscopy and Expert) and their results available timely (microscopy, expert and culture)?[Questions 3, 4, 5, 6 and 7]","Durant le mois passé, combien de jours le microscope optique ou LED était opérationnel ?",Mahama Refugee Camp CS,Health Center,2021-2022,0.0,30.0,0.0,diagnosis,134
"Are TB diagnostics continuously functional (microscopy and Expert) and their results available timely (microscopy, expert and culture)?[Questions 3, 4, 5, 6 and 7]","Durant le mois passé, combien de jours le microscope optique ou LED était opérationnel ?",Mahama Refugee Camp II CS,Health Center,2021-2022,0.0,30.0,0.0,diagnosis,135
"Are TB diagnostics continuously functional (microscopy and Expert) and their results available timely (microscopy, expert and culture)?[Questions 3, 4, 5, 6 and 7]","Durant le mois passé, combien de jours le microscope optique ou LED était opérationnel ?",Mareba CS,Health Center,2020-2021,0.0,30.0,0.0,diagnosis,136
"Are TB diagnostics continuously functional (microscopy and Expert) and their results available timely (microscopy, expert and culture)?[Questions 3, 4, 5, 6 and 7]","Durant le mois passé, combien de jours le microscope optique ou LED était opérationnel ?",Mareba CS,Health Center,2021-2022,30.0,30.0,100.0,diagnosis,137
