hf_name,genexpert_site,hf_type,hf_tb_type,fy,province,district,summary_group,normes,item_name,num,den
butaro dh,yes,hospital,cdt,2023-2024,northern,burera,"are algorithms for tb screening, tb diagnosis and tb treatment available and displayed in health facilities?[questions 1 and 10]",toute fosa doit rendre disponible des algorithmes de tb &ord et etre a la portee de l'utilisateur:,"les services vih/arv, consultations externes, hospitalisations et de pec de la tb disposent ils du manuel technique  de tb&ord version 2020.",4.0,4.0
butaro dh,yes,hospital,cdt,2023-2024,northern,burera,"is active case finding conducted in tb high risk groups?[questions 2, 8 and 9]",,"sur 10 nouveaux prisonniers entrés au cours de la période evaluée, combien ont beneficié du screening tb á l'entrée",,10.0
butaro dh,yes,hospital,cdt,2023-2024,northern,burera,"is active case finding conducted in tb high risk groups?[questions 2, 8 and 9]",,"sur 10 nouveaux prisonniers sortants au cours de la période evaluée, combien ont beneficié du screening tb á la sortie",,10.0
butaro dh,yes,hospital,cdt,2023-2024,northern,burera,"are tb diagnostics continuously functional (microscopy and expert) and their results available timely (microscopy, expert and culture)?[questions 3, 4, 5, 6 and 7]",,"sur les échantillons reçus   il y a 3 jours, vérifier si les résultats sont mentionnés dans le registre de lab",3.0,3.0
butaro dh,yes,hospital,cdt,2023-2024,northern,burera,"are tb diagnostics continuously functional (microscopy and expert) and their results available timely (microscopy, expert and culture)?[questions 3, 4, 5, 6 and 7]",,"pour les sites xpert, sur les 10 derniers patients présumés tb éligibles pour xpert et dont leurs échantillons ont été examinés par xpert, combien ont  les résultats xpert disponibles endéans 3 jours de réception de l'échantillon?",10.0,10.0
butaro dh,yes,hospital,cdt,2023-2024,northern,burera,"are tb diagnostics continuously functional (microscopy and expert) and their results available timely (microscopy, expert and culture)?[questions 3, 4, 5, 6 and 7]",,"durant le mois passé, combien de jours le microscope optique ou led était opérationnel ?",30.0,30.0
butaro dh,yes,hospital,cdt,2023-2024,northern,burera,"are tb diagnostics continuously functional (microscopy and expert) and their results available timely (microscopy, expert and culture)?[questions 3, 4, 5, 6 and 7]",la machine xpert doit être  regulierement opérationnelle dans les sites gnexpert,"pour les sites xpert, durant le mois passé, combien de jours la machine xpert était opérationnelle ?",30.0,30.0
butaro dh,yes,hospital,cdt,2023-2024,northern,burera,"are tb diagnostics continuously functional (microscopy and expert) and their results available timely (microscopy, expert and culture)?[questions 3, 4, 5, 6 and 7]",,vérifier  pour les 5 derniers cas éligibles à la culture  et dst si les résultats sont disponibles avec bon de résultat du lnr disponible,0.0,5.0
butaro dh,yes,hospital,cdt,2023-2024,northern,burera,"is active case finding conducted in tb high risk groups?[questions 2, 8 and 9]","pour tout  patient  tpb+,  les examens de contacts doivent êre  réalisée  au debut et à la fin du traitement du cas-index?","sur les 5 derniers patients tpb+ (cohorte enregistre trois trimestres auparavant) , pour combien les investigations de contacts ont été réalisées au debut et à la fin du traitement du cas-index?",5.0,5.0
butaro dh,yes,hospital,cdt,2023-2024,northern,burera,"is active case finding conducted in tb high risk groups?[questions 2, 8 and 9]",tout enfant < 5ans vivant avec un cas tpb+ qui n'a pas developpé la  tb active doit etre mis sous inh.,verifier les enfants de moins de 5 ans tb contact sur  les fiches de traitement tpb+ s'ils ont commencé le traitement inh (excepté celui diagnostiqué de tb),5.0,5.0
butaro dh,yes,hospital,cdt,2023-2024,northern,burera,"is active case finding conducted in tb high risk groups?[questions 2, 8 and 9]","les enfants   en consultation  dans le service de pecime,  doivent bénéfier du screening tb.","sur les 10 derniers enfants  enregistrées dans le service de pecime,  combien ont bénéfié du screening tb?",,10.0
butaro dh,yes,hospital,cdt,2023-2024,northern,burera,"are tb monitoring tools existing, update and well used; supervisions and internal trainings conducted? [questions11, 12, 38, 39, 40, 41 and 42]",,"pour le trimestre passé, combien de rapports de supervisions mensuelles des encadreurs des agents de santé communautaire du cs  vers les asc sont disponibles  et archivés  incluant le rapport de sensibilsation ,depistage , et prise en charge des cas  , les patients presumés de tb",,3.0
butaro dh,yes,hospital,cdt,2023-2024,northern,burera,"are stocks of tb drugs and reagents well monitored? [questions 13, 14 and 15]",,"chaque réactif utilisé pour le laboratoire de tb a sa  fiche de stock complètement et correctement rempli, incluant le nom du produit, dosage, forme,  numéro de lot, date dexpiration,  les transactions sont mentionnées à leur date denregistrement, le stock maximum, minimum et le point de commande durgence, la consommation mensuelle, le nombre de mois de stock.",1.0,1.0
butaro dh,yes,hospital,cdt,2023-2024,northern,burera,does the bmi monitored for tb patients and nutritional support provided to the eligible patients?[questions new_70 and new_71],le suivi  nutrinionnel doit etre fait mensuellement pour chaque patient sous anti tb.,"sur les 5 derniers patients, combien de patients dont le  poids est mentionne sur la fiche chaque mois ainsi que le bmi calcule au debut du traitement tb",5.0,5.0
butaro dh,yes,hospital,cdt,2023-2024,northern,burera,does the bmi monitored for tb patients and nutritional support provided to the eligible patients?[questions new_70 and new_71],,verifier sur les 5  patients ayant bmi< a 18.5 s'il ont recu csb selon les  directives du programme ( 7.5kg/mois/patient pendant 6mois),5.0,5.0
butaro dh,yes,hospital,cdt,2023-2024,northern,burera,"are tb patients early initiated on tb treatment and on art (if indicated), and their bacteriological control performed according to guidelines?[questions 16, 17, 18 and 19]","le  ""one stop tb hiv service"" doit etre fonctionnel  dans toute les fosa","la fosa (cdt ou ct) possede un bureau de ""one stop tb hiv service"" fonctionnel?",1.0,1.0
butaro dh,yes,hospital,cdt,2023-2024,northern,burera,"does tb infection control plan exist, implemented and its implementation monitored?[questions 20, 21, 22, 23, 24 and 25]",,existe t il un comite et un point focal de controle de l'infection?/ is there a committee and a focal point for control of infection?,2.0,2.0
butaro dh,yes,hospital,cdt,2023-2024,northern,burera,"does tb infection control plan exist, implemented and its implementation monitored?[questions 20, 21, 22, 23, 24 and 25]",,existe t-il un plan de control de l'infection tb actualise (annee fiscale ou annee calendaire actuelle)/ is there a plan to control tb infection updates (current fiscal year or calendar year),1.0,1.0
butaro dh,yes,hospital,cdt,2023-2024,northern,burera,"does tb infection control plan exist, implemented and its implementation monitored?[questions 20, 21, 22, 23, 24 and 25]",,existe t-il une evaluation de plan de controle de l'infection/ is there an infection control plan assessment,1.0,1.0
butaro dh,yes,hospital,cdt,2023-2024,northern,burera,"is the general population informed on cough hygiene, coughing patients separated from others, health facilities workers screened for tb?[questions 26, 27, 28, 29, 30, 31 and 32]",le triage des tousseurs  doit etre effectué au service d'arv?/ coughing triage is performed on art clinic,le triage des tousseurs  est effectué au service d'arv?/ coughing triage is performed on art clinic?,1.0,1.0
butaro dh,yes,hospital,cdt,2023-2024,northern,burera,"is the general population informed on cough hygiene, coughing patients separated from others, health facilities workers screened for tb?[questions 26, 27, 28, 29, 30, 31 and 32]",le   registre de screening de la tb de personnel soignant et non soignant doit etre completement et correctement bien remplit / is there a screening tb registry for health care provider well filled,existe t-il un registre de screening de la tb chez le personnel soignant et non soignant bien remplit?/ is there a screening tb registry for health care provider well filled?,1.0,1.0
butaro dh,yes,hospital,cdt,2023-2024,northern,burera,"is the general population informed on cough hygiene, coughing patients separated from others, health facilities workers screened for tb?[questions 26, 27, 28, 29, 30, 31 and 32]",le screening de la tuberculose doit eter fait systematiquement a tout le personnel au moins une fois l'an(,le screening de la tuberculose est fait systematiquement a tout le personnel au moins une fois l'an (dans le registre si le nombre correspond avec l'effectif de staff de la fosa)/ the screening of tuberculosis has been done systematically to all staff at least once a year (check in the registry if the number corresponds with staff in hf),1.0,1.0
butaro dh,yes,hospital,cdt,2023-2024,northern,burera,"is the general population informed on cough hygiene, coughing patients separated from others, health facilities workers screened for tb?[questions 26, 27, 28, 29, 30, 31 and 32]",tout le personnel infectés par levih doivent réaffectés au service qui a un faible risque de transmission de la tuberculose/ ask if hiv-infected staff are reassigned to service which has low risk of tb transmission.,demander si le personnel infectés par le vih est réaffecté au service qui a un faible risque de transmission de la tuberculose/ ask if hiv-infected staff are reassigned to service which has low risk of tb transmission.,,1.0
butaro dh,yes,hospital,cdt,2023-2024,northern,burera,"is the general population informed on cough hygiene, coughing patients separated from others, health facilities workers screened for tb?[questions 26, 27, 28, 29, 30, 31 and 32]",le système  de  separation des tousseurs avec les autres patient qui ne toussent pas doivent etre mise en application / is there a separation of coughing patient with others who do not cough?,existe t-il une separation des tousseurs avec les autres patient qui ne toussent pas?/ is there a separation of coughing patient with others who do not cough?,1.0,1.0
butaro dh,yes,hospital,cdt,2023-2024,northern,burera,"is the general population informed on cough hygiene, coughing patients separated from others, health facilities workers screened for tb?[questions 26, 27, 28, 29, 30, 31 and 32]",les affiches sur lhygiene de la toux  doivent etre postées au niveau de fosa (salles d'attente consultation externe et arv)/ there are posters on cough hygiene posted at fosa (opd and art waiting rooms),il existe des affiches sur lhygiene de la toux postées au niveau de fosa (salles d'attente consultation externe et arv)/ there are posters on cough hygiene posted at fosa (opd and art waiting rooms),2.0,2.0
butaro dh,yes,hospital,cdt,2023-2024,northern,burera,"are rooms where tb services are provided well ventilated and health workers personal protection existing and used? [questions 33, 34, 35, 36 and 37]",les portes et les fenêtres ouvertes  doivent etre maintenues ouvertes  dans le service lorque cela est possible,les posters  pour garder les portes et les fenêtres ouvertes lorsque cela est possible sonten place/signage is in place to keep doors and windows open when feasible.,1.0,1.0
